,Kingdom,Phylum,Class,Order,Family,Genus
08b10cbe937d0d7d214e3f41c6935b71,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
08b48dd884c89d1ae0527481b9c36fc8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
08dbb07076c2b2ae93c34f920594af26,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
08df7b73e0fddfce09ee30a93984ef6e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
08e03e36c041658a3e0d3169b6434125,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella
08e602b6ed88fcd2b84159be5c037a8a,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
08e945ae71432cc12f2c0ddb0b48202d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
08f4550dbf7cc7d3a802a735f7c027d9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
08fcf04131970fda16a5c24db99322bf,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
092a0907300685f3d2fb46edcb0cb913,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
0933ba6998ce0496de0f84675bb2a4f7,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
0935ec8d90a19cf50876fea4ea92672c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
0938d5ddbc2caea1e08716772189d2b1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
09473936f1e384f1ecad83135d8eca56,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,und_Peptococcaceae_1
095c1bcd934524ab2a59d6b89a3e5170,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
095e4adfe301856132e6e332aec88387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
096dc9c3ae125b1a8b53b01d810bd9b1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
0997cf67d0d46b85fc46c2a24a60baba,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
09988ae10d96df69e9224672ba47ddbe,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
09a521a52870c00ed4b1d864ba7a57d3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unc_Rhodobacteraceae
09a86481732de4a561345aff2c9ad515,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
09b4ae340f2f3a2f2b8021165a2001ec,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
09e993252d91bb649090bffcc55dd1ef,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
0a0567c33a153fbcec8011862f929b6f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0a0c8063518bc0b22f0f713bb4eadfea,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0a19100be4c85fa52357a43910bf3cd9,Bacteria,und_Bacteria,und_Bacteria,unc_und_Bacteria,unc_und_Bacteria,unc_und_Bacteria
0a2108ac6af71c4f293e72c3feaf17d4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0a2f0d0aa2573d7a632419e27ef55b21,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0a3312daa7b2680fc050ed01bacfd137,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0a39bcc3f7e008a038fae54911fccfe1,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
0a3fd4d087f445fe0343f655901b4dae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
0a43411ca4ec240e525dc21ca203ff59,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
0a45e8b32c9d9894a0f29c9849384f7d,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
0a4c7f9627b54f0306b60669e106a48a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0a4f964d6820ab69929a656d0a7a2510,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus
0a51250c03397dbad58308014a2bff81,Bacteria,Tenericutes,Mollicutes,unc_Mollicutes,unc_Mollicutes,unc_Mollicutes
0a5901667f3b2b22b1e0bdc91b7e8d35,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
0a5f28020c8fbdb4626e1ddde57e3aca,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0a6115a2b78253a4dc59b77e52bab84c,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
0a7b07251f21cb79f00653479ff12e1d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0a7bf1f5d877c0e275e81080cfc8ea1e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0a98f00b91e317303d44c29cca7be0e2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0ac72f5e5e16768bb355afcd4b908df8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0adda0f72e04ba1537b200ab601071c6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
0af2644594729ed9e8e79ae8db7ea7b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
0b1c854230038e7c451cb335573cf4a7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0b2bb8346a68c029406dc242a1807b7b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0b31b7a8acf61988c2fe17a511ec6c4c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unc_Sutterellaceae
0b36f704ebab744500a0ae20f946cb54,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0b419f02edf12bc6f9ad7d52d9c5e3e8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
0b6887bcc450132a0b7245131fc6a250,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,unc_Morganellaceae
0b7308b6e799085fb9493236796ef81b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum
0b983a044e9f3dd59e9064bb5ed49e4c,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Phyllonema
0b9f36451de7e1f822b29ba04032be8e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0b9febb9ccf21fe732c45acb8ddde33d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
0ba8c46c17b8f2ec44a856cdf10fc056,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
0bb3a407213913a1b8af7260e7310b19,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0bbabdcdb4e1b30e8852a1cef6980f91,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0bc4518792bd1c70b7b11f14eafae731,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
0bd966e73ece00e3409a9e0724776664,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
0be9cbd7aabd905485ea8f04f21c4046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unc_Rhodobacteraceae
0bea4a780f01e7762ef462b744fc921e,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
0c020bd17c5ef1ffd5bb3161d54991d4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
0c094f1ce2312d831453f0e477c13937,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
0c0db4d22562e31b98727e40f5b8fed8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Mesobacillus
0c1938f5eb61eb38194b458a4727c1c6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
0c1a22915afa86a6bf6b888e69cb35d7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0c1c0755dee5a22cb5502b0571f2d71b,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
0c1eced8e0f2d8cd9b2efb9e208404f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0c1fb5a3f74329686eb90d9e11f09c04,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter
0c2ef6fffa87a69028e990678a82be13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
0c33bc125900aefbbf9bac724c81f4d4,Bacteria,und_Bacteria,und_Bacteria,unc_und_Bacteria,unc_und_Bacteria,unc_und_Bacteria
0c36ff616c82c5a8c80391a8df434953,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
0c3c8514d9eae8476ad51e09bf3d5534,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
0c5650fee9174ae45ed33a4d7f27e0a7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
0c58cc0ba58f654a2a10474f64f00f4e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0c65776b00a2b0aa83ffd37812d6ebdd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0c7221a7a3a280f455669573ce5f0450,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
0c7353d69d4115cdcfafe5b6d8dd158a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
0c73c199d6acbddf81fb994f446d10c7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
0c769f696cef5e3eaebd800c5a816182,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0c77bb95c619580989c986d63ab77445,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium
0c79ea2afa83bbc04b263fc2c0b6d1a8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0c8878d4665684380a1bd644e6a7607a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,unc_Enterobacterales,unc_Enterobacterales
0c894f2037f11794fd4781f874fa4556,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0c8967a110f4471945334bfa2d4cd1f7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
0c8eabdc446c7c217cc6f7a46bc39119,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0c979a5971d470f25feb003989be687d,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
0c9c4d1392ad4b0cbeff31b6a3506315,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0c9fa3c924e764b75281e3f20bfee544,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
0cb7eda622e0650d2e72358f2c264bb2,Bacteria,Firmicutes,Bacilli,Bacillales,unc_Bacillales,unc_Bacillales
0cc0e12433148786a27feed8b76e885c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0cc51cb5417afb5d0027f59d4370384c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0cdee747c0c9f587b8cfcf7309d25067,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
0cebbdb26dba5eb80a1245fed6b617b0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0cf9d624601e6a2d68aa22ba04805ea6,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
0d025728bcfac6fa5df539ee1be827a4,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unc_Cyanobacteria,unc_Cyanobacteria,unc_Cyanobacteria
0d043a990afcd1cfbf68f586bb475b91,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,unc_Selenomonadaceae
0d19a8c1909ffb6c3cd789ecc2c4b560,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
0d19ad1b3bc2794992ba980e3996042d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
0d212db936abe66503338a4f074e019f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0d252bbf35417b5fc82c2460055425ee,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0d2670a666a57d3de0aa1924dfe553ca,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0d26ae03cffe17f73dd1ca208cefed5d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
0d2e3a1e89951bfa0290d6eff31e5b56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
0d30eb90893d47f6e3b1f79a0ea73041,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
0d3668f725e171c0895080946447ae7a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0d50af106d0c77d76dc01a8e0c0784d5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
0d6f05941c64417dc81728567bce5900,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
0d70450e6eab6e13fcf1f9ae323b75c7,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
0d7a7b87d500e780ee83315fe315271a,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
0db461851dc93909049ca7527aa16133,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unc_Muribaculaceae
0dc610959024ba1f0153121178fc6d16,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
0ddf8cd3e1a71a0ced3ff22bf7ee6a7b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
0ddfb5e880d19f499f6dbe31b37cd2a8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
0df1de3db73be8236ae4fd1c1539bcb7,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
0e208399a74a62b293c2f08e82cef1f5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
0e2882cb269953655ac7241a125669ed,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
0e3a176baa6757bc7523a0434d624257,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
0e4ee5f8eb328dc557567c0c9815405a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0e5d887489b1c89009db33e7664fdd78,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
0e65a7ccabf5fc82adcb36acd80e79ba,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,und_Bacteroidales,und_Bacteroidales
0e7a308e2eeed3f2428f7cb8915af03f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0e7bb1be7bcb9c66f4134e6e47153378,Bacteria,Fibrobacteres,Fibrobacteria,unc_Fibrobacteria,unc_Fibrobacteria,unc_Fibrobacteria
0e80adf0d3fef4d57ea57086444c16ef,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
0e8384f69a388c2c0d3148acc4d42cdc,Bacteria,Firmicutes,Bacilli,Lactobacillales,unc_Lactobacillales,unc_Lactobacillales
0e8c1c57a72a67de9f8bf94e2dc26286,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0e9c196b1aa6579f46eeb100103b5860,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0ea6ed9c77ea718f142202fad6c72fa7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0ea7e5d7a8cfcc28f03f80067504335f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
0eb1de67f18d5d55ea6027a328854860,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
0eba9d6833fde716598faa2d1a08dde4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
0ec0f391956077d69ba24228a17601ad,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,und_Eggerthellaceae
0ec131953458df011c84d3f315897654,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
0ec9d207581b471d08e543d8800d797a,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella
0ed63fb55180d5573d448686df9100a5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0eda6bcdace01e1197440df1fe1a2091,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
0eea1bebdda76c388ed3c9e54a8ebf21,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0f0356aacaccf6da046a594fdb796d90,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
0f101f95531dbb6d93333a7c95f060f4,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
0f13f479a045c32744bc11d36f33259d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0f29c5b69a9a955b635139f0b082ab09,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
0f357b821c0f059dbfe172ff10dcdf4f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0f47e1e460dc5dfb4150c5326362b162,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,unc_Catabacteriaceae
0f51710a85f183a1b858d9eeac2327bf,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
0f58c714722c125da7c35f5ec5b875ef,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,unc_Erythrobacteraceae
0f61500970d29b9b620056da48517fcc,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
0f6362b239c7e331432a2d8af1b4dad8,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
0f6a9b8b22363667c6ace2ce5bb6f005,Bacteria,Actinobacteria,Actinobacteria,unc_Actinobacteria,unc_Actinobacteria,unc_Actinobacteria
0f7005d40599ef12a0325c13012434ad,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0f7750dd7d137d7654676cec969f640d,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
0f7b40ed8b980caebda8a102fc4ae425,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
0f82dd88d2035c53f5a512778a829dd2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila
0f89af76dea3c1a58549bcd9f9c7af35,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
0f98105c59969b02e27b0c3fb0455001,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
0f9a5a44b5900b42a1f9337e4e15285d,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
0fa2520ac22abfbe7df30e7cfb395fc5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
0fc19f6fe51e06cde5d6d06456f01d37,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
0fc5bd272e13d0b7388a19aca490e8a8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
0fd976eb35befbf85dc137cb2d141b3d,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
0fda2bd2734bc8e169ec5234cfe7ce18,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
0fdf99405595835c9715f3043460549e,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,unc_Propionibacteriaceae
0feb15e9889e966f6ca07b24e14090aa,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
0fedc8dc9ab8c3a42cd5acc6c2393695,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
0ff8418988cf911d144de24b78cfb810,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
100213ab50335fdd789f2216fd749373,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
10092716e0b4d4279774d8a34e77d9bd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
100bb286245d1020c93eb80e05b88615,Bacteria,Verrucomicrobia,Opitutae,unc_Opitutae,unc_Opitutae,unc_Opitutae
1019d48a9044fd227977166df7dcf5a4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
101f2dfcd6d061308366dbf5373624ba,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus
10210efb32861c1f69d642ccf487f914,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
10323a88e692846c1f10e3ce5d1be394,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
1034e39b75bb261f08b32407294a6f65,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
103aaaf21c896ae378eded94e0c71470,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
105111d217787a8bfb18eabb6a2cf2eb,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
105a4cf2affb536bdae997917743cfef,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
1077d4d21bae804867a55c1f5bfdbf14,Bacteria,Actinobacteria,Actinobacteria,unc_Actinobacteria,unc_Actinobacteria,unc_Actinobacteria
107d82772428c9b609d2460a7f93fea7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,und_Methylobacteriaceae
1083fd53d6dac62f6bb6e2c5447c8f0f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
108e950019bf1d2e9da6a46186333662,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
109d5aa937f74ea4fb030fa45721133e,Bacteria,Euryarchaeota,Halobacteria,unc_Halobacteria,unc_Halobacteria,unc_Halobacteria
10a70d8049a79b092ef5be0489815f7d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
10a90080e14f249c403c4c1c23e58e5d,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
10be638a27df92e79eee5b51a22e55b5,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
10c22fe0f1fc52944c83e7c55a1fe3af,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas
10cddb568b6c62fbc7bf0380e40e68fe,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
10d290ce8bf9d19ecc66b7a5f9c15187,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
